V_TRI_FORM_R_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_EZ.FACILITY_NAME,V_TRI_FORM_R_EZ.CITY_NAME,V_TRI_FORM_R_EZ.STATE_ABBR,V_TRI_FORM_R_EZ.ZIP_CODE,V_TRI_FORM_R_EZ.REGION,V_TRI_FORM_R_EZ.ASGN_PUBLIC_CONTACT_EMAIL,V_TRI_FORM_R_EZ.DOC_CTRL_NUM,V_TRI_FORM_R_EZ.CAS_REGISTRY_NUMBER,V_TRI_FORM_R_EZ.REPORTING_YEAR,V_TRI_FORM_R_EZ.MAX_AMOUNT_OF_CHEM,Code Expansion for Maximum Amount Of Chemical,V_TRI_FORM_R_EZ.CAS_CHEM_NAME,V_TRI_FORM_R_EZ.CARC_IND,V_TRI_FORM_R_EZ.PFAS_IND,V_TRI_FORM_R_EZ.METAL_IND,V_TRI_FORM_R_EZ.PRODUCE,V_TRI_FORM_R_EZ.IMPORTED,V_TRI_FORM_R_EZ.SALE_DISTRIBUTION,V_TRI_FORM_R_EZ.BYPRODUCT,V_TRI_FORM_R_EZ.PROCESS_IMPURITY,V_TRI_FORM_R_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_IND,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_1,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_1,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_2,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_2,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_3,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_3,V_TRI_FORM_R_EZ.INDUSTRY_CODE,V_TRI_FORM_R_EZ.INDUSTRY_DESCRIPTION
"15145STLDN200BR","HOLTEC MANUFACTURING","TURTLE CREEK","PA","15145","3","RROTHRAUFF@HOLTECMFG.COM","1317216592752","7439-92-1","2017","05","100000  to  999999","Lead","1","N","Y","0","0","0","0","0",".5","0","0","","W89","R6","","","","","332","Fabricated Metals"
"06076CNNCXRIVER","3M PURIFICATION INC","STAFFORD SPRINGS","CT","06076","1","RMPOWELL@MMM.COM","1318216727723","108-95-2","2018","02","100  to  999","Phenol","0","N","N","0","0","0","0","1","444","0","0","","W58","R1","","","","","333","Machinery"
"4968WGRNDT1677P","GRAND TRAVERSE STAMPING","TRAVERSE CITY","MI","49686","5","JOSEPH.DEERE@MOTHERSON.COM","1324222509806","7440-50-8","2024","05","100000  to  999999","Copper","0","N","Y","0","0","0","0","0","0","0","0","","S44","R6","","","","","336","Transportation Equipment"
"50616SLSBR1900R","CAMBREX CHARLES CITY INC","CHARLES CITY","IA","50616","7","ERIC.MAYHEW@CAMBREX.COM","1315214215283","68-12-2","2015","05","100000  to  999999","N,N-Dimethylformamide","1","N","N","0","0","0","0","0","640","77","0","","W29","R6","","","","","325","Chemicals"
"49093DYNTR111DA","DAY INTERNATIONAL INC A FLINT GROUP CO","THREE RIVERS","MI","49093","5","JOHN.HODGES@FLINTGRP.COM","1320219064348","108-88-3","2020","04","10000  to  99999","Toluene","0","N","N","0","0","0","0","0","16314","0","0","","W89","R1","","","","","326","Plastics and Rubber"
"77017MBLCH9822L","INVISTA HOUSTON","HOUSTON","TX","77017","6","ERIN.THORNTON@INVISTA.COM","1318217181433","115-07-1","2018","09","100000000  to  499999999","Propylene","0","N","N","1","0","1","0","1","34247","0","0","","W52","R5","","","","","325","Chemicals"
"30103LGCHM31LGD","LX HAUSYS AMERICA INC","ADAIRSVILLE","GA","30103","4","JACQUESHALL@LGHAUSYS.COM","1316215087519","80-62-6","2016","05","100000  to  999999","Methyl methacrylate","0","N","N","0","0","0","0","0","14680","0","0","","W14","R6","","","","","325","Chemicals"
"27403MRFLX2110H","AURORIUM LLC - GREENSBORO","GREENSBORO","NC","27403","4","ESHORE@AURORIUM.COM","1315214330538","108-93-0","2015","04","10000  to  99999","Cyclohexanol","0","N","N","0","0","0","0","0","305.7","0","0","","W32","R6","","","","","325","Chemicals"
"37644SNPNTSTATE","SNAP-ON TOOLS CO","ELIZABETHTON","TN","37643","4","DAVID.A.BELLESSA@SNAPON.COM","1315214028336","7439-96-5","2015","05","100000  to  999999","Manganese","0","N","Y","0","0","0","0","0","0","0","0","","W19","R6","","","","","332","Fabricated Metals"
"3380WSLDST281SA","SOLID START INC","LAKELAND","FL","33801","4","FERRY@SOLIDSTART.COM","1323221978606","N230","2023","03","1000  to  9999","Certain glycol ethers","0","N","N","0","0","0","0","0","0","0","0","","S03","R6","","","","","325","Chemicals"
"1755WGRNRN165ST","GREINER INDUSTRIES INC","MOUNT JOY","PA","17552","3","INFO@GREINERINDUSTRIES.COM","1318216846105","108-88-3","2018","04","10000  to  99999","Toluene","0","N","N","0","0","0","0","0","7400","0","0","","W21","R6","","","","","332","Fabricated Metals"
"32078GRGPCSTATE","GEORGIA-PACIFIC CONSUMER OPERATIONS LLC","PALATKA","FL","32177","4","JOSEPH.WEBSTER@GAPAC.COM","1317216200079","67-56-1","2017","05","100000  to  999999","Methanol","0","N","N","1","0","0","1","0","379000","14","20000","","W52","R5","","","","","322","Paper"
"02905MNRCH189GE","MONARCH METAL FINISHING CO. INC.","PROVIDENCE","RI","02905","1","SDIPRETE@MONARCHMETFIN.COM","1320219090370","7440-02-0","2020","03","1000  to  9999","Nickel","1","N","Y","0","0","0","0","0","0","0","0","","W58","R4","","","","","332","Fabricated Metals"
"29636RYMTLBOX38","ROY METAL FINISHING CO INC","GREENVILLE","SC","29607","4","JPAZDAN@RMF-SC.COM","1315214050155","N982","2015","03","1000  to  9999","Zinc compounds","0","N","Y","1","0","0","0","0","50","0","0","","W13","R4","","","","","332","Fabricated Metals"
"0292WPXSTC21STA","EPOXIES ETC.","CRANSTON","RI","02921","1","JVASQUEZ@MERIDIANADHESIVES.COM","1324222876524","7429-90-5","2024","04","10000  to  99999","Aluminum (fume or dust)","0","N","N","0","0","0","0","0","250","0","0","","S21","R6","","","","","325","Chemicals"
"72902KFDSNREEDL","OK FOODS-FT SMITH","FORT SMITH","AR","72904","6","JESSE.WEDDLE@OKFOODS.COM","1322221260526","7782-50-5","2022","03","1000  to  9999","Chlorine","0","N","N","0","0","0","0","0","179","0","0","","S25","R6","","","","","311","Food"
"44024LSTCH160PA","LANXESS CORP PLANT 2","CHARDON","OH","44024","5","BERT.MOLZON@LANXESS.COM","1315214191900","137-26-8","2015","03","1000  to  9999","Thiram","0","N","N","0","1","1","0","0","5","0","0","","W21","R6","","","","","326","Plastics and Rubber"
"48043DPNTM400GR","AXALTA COATING SYSTEMS USA LLC-MOUNT CLEMENS PLANT","MOUNT CLEMENS","MI","48043","5","JOSEPH.MARECIC@AXALTACS.COM","1319218389777","95-63-6","2019","04","10000  to  99999","1,2,4-Trimethylbenzene","0","N","N","0","1","1","0","0","3870","0","0","","W19","R6","","","","","325","Chemicals"
"14304THGDY5408B","GOODYEAR TIRE & RUBBER CO","NIAGARA FALLS","NY","14304","2","DEREK_SHERMAN@GOODYEAR.COM","1315214240374","123-31-9","2015","06","1000000  to  9999999","Hydroquinone","0","N","N","0","0","0","0","0","14","0","0","","W59","R6","","","","","325","Chemicals"
"48150MBSTN31770","COUNTRY FRESH LLC","LIVONIA","MI","48150","5","BRUCE_EVANS@DEANFOODS.COM","1316215007295","N511","2016","04","10000  to  99999","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","0","N","N","1","0","0","1","0","0","0","0","","W58","R6","","","","","311","Food"
"34294PRDYN8550U","DASAN ZHONE SOLUTIONS INC","LARGO","FL","33773","4","NKATTE@ZHONE.COM","1314213013461","7439-92-1","2014","03","1000  to  9999","Lead","1","N","Y","1","0","0","1","0","0","0","0","","W42","R4","","","","","334","Computers and Electronic Products"
"90280TCHNC11220","TECHNI-CAST CORP","SOUTH GATE","CA","90280","9","DON@TECHNI-CAST.COM","1317216614596","7440-50-8","2017","05","100000  to  999999","Copper","0","N","Y","0","0","0","0","0","10.48","1.05","0","","W39","R5","W52","R6","W19","R6","331","Primary Metals"
"16749QKRSTINTER","INTERNATIONAL WAXES INC","SMETHPORT","PA","16749","3","DGOLDSMITH@IGIWAX.COM","1318216983433","7664-41-7","2018","04","10000  to  99999","Ammonia","0","N","N","1","0","0","1","0","4444","45","0","","W52","R6","","","","","324","Petroleum"
"1630WWBCND363SE","WEBCO INDUSTRIES INC. OIL CITY TUBE DIV","OIL CITY","PA","16301","3","CBEERS@WEBCOTUBE.COM","1322221434741","7440-50-8","2022","04","10000  to  99999","Copper","0","N","Y","0","0","0","0","0","6","368","0","","S24","R6","","","","","331","Primary Metals"
"53929WLKRS902SE","WABASH (WALKER STAINLESS EQUIPMENT CO)","ELROY","WI","53929","5","ZACHARY.HOBBICK@ONEWABASH.COM","1314212637920","7440-47-3","2014","04","10000  to  99999","Chromium","0","N","Y","0","0","0","0","0","8","0","0","","W29","R2","","","","","332","Fabricated Metals"
"17331SKFBRRD3BO","SKF USA INC HANOVER PLANT","HANOVER","PA","17331","3","MARGARET.HUFF@KRS.US","1317215976768","7440-47-3","2017","04","10000  to  99999","Chromium","0","N","Y","0","0","0","0","0","5","0","0","","W58","R3","","","","","332","Fabricated Metals"
"75050SRGRD23501","GEMINI COATINGS INC. OF GRAND PRAIRIE","GRAND PRAIRIE","TX","75050","6","JASONM@GEMINI-COATINGS.COM","1316215116625","108-10-1","2016","04","10000  to  99999","Methyl isobutyl ketone","1","N","N","0","0","0","0","0","28","0","0","","W19","R4","","","","","325","Chemicals"
"0183WJHNSN3BNDS","THERMO FISHER SCIENTIFIC CHEMICALS INC","WARD HILL","MA","01835","1","KEVIN.WILLSIE@THERMOFISHER.COM","1322220875138","N458","2022","02","100  to  999","Mercury compounds","0","N","Y","0","1","1","0","0","0","0","0","","S33","R6","","","","","4246","Chemical Wholesalers"
"53119GNRCP211MU","GENERAC POWER SYSTEMS INC-EAGLE","EAGLE","WI","53119","5","BILL.PEARCE@GENERAC.COM","1324222645691","7439-96-5","2024","04","10000  to  99999","Manganese","0","N","Y","0","0","0","0","0",".02","0","0","","S05","R2","","","","","335","Electrical Equipment"
"3762WTRCTY161AR","TRI-CITY EXTRUSION","BRISTOL","TN","37620","4","BRENT.PRITCHARD@TRICITYEXTRUSION.COM","1320220657480","N090","2020","02","100  to  999","Chromium compounds (except for chromite ore mined in the Transvaal Region)","0","N","Y","0","0","0","0","1","143","0","0","","W13","R6","","","","","331","Primary Metals"
"91504CRNCM3000W","HYDRO-AIRE AEROSPACE CORP.","BURBANK","CA","91504","9","SANTIAGO.RAMIREZCASTRO@CRANEAE.COM","1316215374036","7439-92-1","2016","02","100  to  999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","W13","R5","","","","","332","Fabricated Metals"
"27533PVNRT1200A","SPX FLOW TECHNOLOGY SERVICES INC","GOLDSBORO","NC","27530","4","JIMMY.TAYLOR@SPXFLOW.COM","1314211929827","7440-47-3","2014","04","10000  to  99999","Chromium","0","N","Y","0","0","0","0","0",".6802","0","0","","W19","R6","W50","","","","333","Machinery"
"06001RFLXT120DA","ORAFOL AMERICAS INC","AVON","CT","06001","1","MICHAEL.ARSENAULT@ORAFOL.COM","1318216679276","108-88-3","2018","03","1000  to  9999","Toluene","0","N","N","0","0","0","0","0","550.77","0","0","","W14","R5","W82","R5","","","323","Printing"
"63070DWCHMDOWIN","DDP SPECIALTY ELECTRONIC MATERIALS US LLC","PEVELY","MO","63070","7","RYAN.R.OSTERMAN@DUPONT.COM","1317216052682","N270","2017","04","10000  to  99999","Hexabromocyclododecane","0","N","N","0","0","0","0","0","4","0","0","","W42","R1","","","","","326","Plastics and Rubber"
"77805LNCXX615CA","MW MANUFACTURERS INC.","BRYAN","TX","77801","6","TODD.HARBOUR@CORNERSTONE-BB.COM","1315213688157","95-63-6","2015","03","1000  to  9999","1,2,4-Trimethylbenzene","0","N","N","0","0","0","0","0","2655","0","0","","W14","R4","","","","","332","Fabricated Metals"
"02780VSTNT585JH","V&S TAUNTON GALVANIZING LLC","TAUNTON","MA","02780","1","ANDREWV@HOTDIPGALV.COM","1315213702754","7439-92-1","2015","04","10000  to  99999","Lead","1","N","Y","0","0","0","0","1","4.2","2.7","0","","W41","R2","","","","","332","Fabricated Metals"
"9213WTLDYN9855C","TELEDYNE INSTRUMENTS INC DBA TELEDYNE IMPULSE","SAN DIEGO","CA","92131","9","JOSHUA.MACHTOLFF@TELEDYNE.COM","1321219997715","N420","2021","02","100  to  999","Lead compounds","0","N","Y","0","0","0","0","0","0","0","0","","S11","R6","","","","","335","Electrical Equipment"
"50595VNDSTOLDHW","VAN DIEST SUPPLY CO","WEBSTER CITY","IA","50595","7","LEE.TRASK@VDSC.COM","1320218865867","71-36-3","2020","04","10000  to  99999","n-Butyl alcohol","0","N","N","0","0","0","0","0","1064.27","0","0","","W19","R6","","","","","325","Chemicals"
"33810KYMRK2540K","KEYMARK CORP. OF FLORIDA","LAKELAND","FL","33810","4","JCRENNA@KEYMARKCORP.COM","1314212604868","N230","2014","03","1000  to  9999","Certain glycol ethers","0","N","N","0","0","0","0","0","29847","0","0","","W49","R6","","","","","331","Primary Metals"
"36105HYNDM7HYUN","HYUNDAI MOTOR MANUFACTURING ALABAMA LLC","MONTGOMERY","AL","36105","4","RBURNS@HMMAUSA.COM","1314212748329","7632-00-0","2014","04","10000  to  99999","Sodium nitrite","0","N","N","0","0","0","0","0","0","0","0","","W13","R6","","","","","336","Transportation Equipment"
"4817WWBSTR142NB","WEBASTO ROOF SYSTEMS INC.","PLYMOUTH","MI","48170","5","TYRONE.WILLIAMS@WEBASTO.COM","1324222714457","107-21-1","2024","04","10000  to  99999","Ethylene glycol","0","N","N","0","0","0","0","0","0","0","0","","S04","R4","","","","","336","Transportation Equipment"
"50616SLSBR1900R","CAMBREX CHARLES CITY INC","CHARLES CITY","IA","50616","7","ERIC.MAYHEW@CAMBREX.COM","1316215544925","7664-41-7","2016","04","10000  to  99999","Ammonia","0","N","N","1","0","0","1","0","10258","1700","0","","W50","R6","","","","","325","Chemicals"
"28086CMMRC101CA","PARKER HANNIFIN - GPD","KINGS MOUNTAIN","NC","28086","4","CRAIG.SOMMERS@PARKER.COM","1324222893190","N982","2024","03","1000  to  9999","Zinc compounds","0","N","Y","0","0","0","0","0","9.135","7.85","0","","S31","R6","","","","","333","Machinery"
"73036GMNLC101SW","GEMINI COATINGS INC","EL RENO","OK","73036","6","JASONM@GEMINI-COATINGS.COM","1315213766405","1330-20-7","2015","05","100000  to  999999","Xylene (mixed isomers)","0","N","N","0","0","0","0","0","960","5","0","","W32","R4","W21","R5","","","325","Chemicals"
"30125HNKLC701WI","RG DISPERSANTS USA LLC","CEDARTOWN","GA","30125","4","ROSA.PERES@ARCLIN.COM","1314212558934","7664-41-7","2014","04","10000  to  99999","Ammonia","0","N","N","0","0","0","0","0","6032","263","0","","W36","R2","","","","","325","Chemicals"
"27292PPGNDNEWJE","ELECTRIC GLASS FIBER AMERICA LLC","LEXINGTON","NC","27292","4","KATIE.LUEBCHOW@NEG-US.COM","1316215592926","7439-92-1","2016","02","100  to  999","Lead","1","N","Y","1","0","0","0","1",".65","0","0","","W32","R6","","","","","327","Nonmetallic Mineral Product"
"44460WRRNM800PE","VENTRA SALEM LLC.","SALEM","OH","44460","5","MWOLFORD@FLEXNGATE.COM","1315214394494","100-41-4","2015","03","1000  to  9999","Ethylbenzene","1","N","N","0","0","0","0","0","317","0","0","","W74","R5","","","","","326","Plastics and Rubber"
"01260MDSPCWILLO","ONYX SPECIALTY PAPERS INC. - WILLOW MILL","SOUTH LEE","MA","01260","1","ABEGROWICZ@ONYXPAPERS.COM","1324222480675","50-00-0","2024","03","1000  to  9999","Formaldehyde","1","N","N","1","0","0","1","0","24347","1189","0","","S03","R6","","","","","322","Paper"
"49221NXTDS1571W","W2 FUEL LLC","ADRIAN","MI","49221","5","RSTROM@W2FUEL.COM","1319218027290","67-56-1","2019","05","100000  to  999999","Methanol","0","N","N","0","0","0","0","0","6207","0","0","","W35","R5","W50","R5","","","325","Chemicals"
"46176RYBDC800MA","RYOBI DIE CASTING (USA) INC.","SHELBYVILLE","IN","46176","5","RYAN.WILLHELM@RYOBI.COM","1315213207487","7440-50-8","2015","02","100  to  999","Copper","0","N","Y","0","0","0","0","0","156","0","0","","W41","R6","W13","R6","W31","R6","331","Primary Metals"
"70734RBCNN9156H","RUBICON LLC","GEISMAR","LA","70734","6","MICHELLE_B_EAGLIN@HUNTSMAN.COM","1314213002936","98-95-3","2014","06","1000000  to  9999999","Nitrobenzene","1","N","N","1","0","1","0","0","7200","0","180000","","W50","R6","","","","","325","Chemicals"
"37644SNPNTSTATE","SNAP-ON TOOLS CO","ELIZABETHTON","TN","37643","4","DAVID.A.BELLESSA@SNAPON.COM","1324222559799","7440-50-8","2024","03","1000  to  9999","Copper","0","N","Y","0","0","0","0","1","0","0","0","","S06","R6","","","","","332","Fabricated Metals"
"31408NTRCT115EL","JOHNSON MATTHEY PROCESS TECHNOLOGIES INC","SAVANNAH","GA","31408","4","JEFFREY.FELKER@MATTHEY.COM","1324222998460","7664-41-7","2024","04","10000  to  99999","Ammonia","0","N","N","1","0","0","0","0","18263","7","0","","S44","R6","","","","","325","Chemicals"
"0850WLLNTW165CU","ALLENTOWN LLC","ALLENTOWN","NJ","08501","2","ACLINE@ALLENTOWNINC.COM","1324222898013","7440-47-3","2024","03","1000  to  9999","Chromium","0","N","Y","0","0","0","0","0","37.7","0","0","","S12","R6","","","","","332","Fabricated Metals"
"80634LVLND14520","LOVELAND PRODUCTS","GREELEY","CO","80631","8","DANI.RIGG@NUTRIEN.COM","1323221875661","7697-37-2","2023","05","100000  to  999999","Nitric acid","0","N","N","0","0","0","0","0","0","0","0","","S24","R2","","","","","325","Chemicals"
"50703DVNCD2825M","ADVANCED HEAT TREAT CORP.","WATERLOO","IA","50703","7","ROBINSONJ@AHTCORP.COM","1321219640000","79-01-6","2021","03","1000  to  9999","Trichloroethylene","1","N","N","0","0","0","0","0","6666","0","0","","S02","R6","","","","","332","Fabricated Metals"
"98168FRWST4522S","FARWEST PAINT MANUFACTURING CO","TUKWILA","WA","98168","10","BRIAN@FARWESTPAINT.COM","1321219810571","1330-20-7","2021","03","1000  to  9999","Xylene (mixed isomers)","0","N","N","0","0","0","0","0","500","0","0","","S44","R5","","","","","325","Chemicals"
"76504CNTRF3320P","CENTRIFUGAL CASTINGS","TEMPLE","TX","76504","6","SKRUPPA@CENTRIFUGAL.NET","1316214985222","N090","2016","05","100000  to  999999","Chromium compounds (except for chromite ore mined in the Transvaal Region)","0","N","Y","0","0","0","0","0","389","0","0","","W58","R4","","","","","331","Primary Metals"
"13476DRYLCWARDS","H. P. HOOD LLC","VERNON","NY","13476","2","LISA.WATSON@HPHOOD.COM","1322221083696","7697-37-2","2022","04","10000  to  99999","Nitric acid","0","N","N","0","0","0","0","0","0","0","0","","S21","R6","","","","","311","Food"
"28315CRLNGSR207","ERICO INTERNATIONAL CORP","ABERDEEN","NC","28315","4","KATRINA.CLARK@NVENT.COM","1320218929255","7440-50-8","2020","05","100000  to  999999","Copper","0","N","Y","0","0","0","0","0","83.63","8.26","0","","W13","R5","","","","","331","Primary Metals"
"67460MNVLLCOUNT","JOHNS MANVILLE","MCPHERSON","KS","67460","7","BLAKE.POTTER@JM.COM","1323221660525","N458","2023","01","0  to  99","Mercury compounds","0","N","Y","1","0","0","1","1",".08","0","0","","S21","R6","","","","","327","Nonmetallic Mineral Product"
"62881RDCBR1015S","RADIAC ABRASIVES INC","SALEM","IL","62881","5","DGRAFTON@RADIAC.COM","1324222873782","91-20-3","2024","05","100000  to  999999","Naphthalene","1","N","N","0","0","0","0","0","5780","0","0","","S04","R5","","","","","327","Nonmetallic Mineral Product"
"37744TRWNCSNAPP","PARKER HANNIFIN CORP","GREENEVILLE","TN","37745","4","CRAIG.SOMMERS@PARKER.COM","1322221441316","7440-02-0","2022","04","10000  to  99999","Nickel","1","N","Y","0","0","0","0","0","0","0","0","","S35","R6","","","","","333","Machinery"
"06239THDLT39WAU","HUTCHINSON PRECISION SEALING SYSTEMS INC","DANIELSON","CT","06239","1","CVIOLETTE1220@ATT.NET","1320219357478","N982","2020","04","10000  to  99999","Zinc compounds","0","N","Y","1","0","0","1","0","10","115","0","","W73","R5","","","","","326","Plastics and Rubber"
"43537NTRCN434WD","ANATRACE","MAUMEE","OH","43537","5","MIKE_REESE@ANATRACE.COM","1315214102360","75-09-2","2015","03","1000  to  9999","Dichloromethane","1","N","N","0","0","0","0","0","812","0","0","","W13","R5","W50","","","","325","Chemicals"
"03062TRDYN4PITT","AMPHENOL APC INC","NASHUA","NH","03062","1","KWHITCOMB@AMPHENOL-APCBT.COM","1316215015381","N420","2016","03","1000  to  9999","Lead compounds","0","N","Y","1","0","0","1","0","0",".4786488","0","","W22","R6","W67","R6","W58","R5","334","Computers and Electronic Products"
"9205WNNSTN4115A","SOLECTA INC.","OCEANSIDE","CA","92056","9","DOUG.JOHNSON@SOLECTAMEMBRANES.COM","1319218411938","872-50-4","2019","03","1000  to  9999","N-Methyl-2-pyrrolidone","0","N","N","0","0","0","0","0","32.42","0","0","","W58","R3","","","","","313","Textiles"
"20774NWDWN16001","NEW DAWN MANUFACTURING CO","UPPER MARLBORO","MD","20774","3","CHRISTOPHER.SWENSEN@DAYCON.COM","1319217665862","N230","2019","04","10000  to  99999","Certain glycol ethers","0","N","N","0","0","0","0","0","10","0","0","","W61","R5","","","","","325","Chemicals"
"3760WLMTXX167RW","ALEMITE","JOHNSON CITY","TN","37601","4","ELIZABETH.FRYE@SKF.COM","1316215493343","7439-92-1","2016","03","1000  to  9999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","W32","R6","","","","","333","Machinery"
"54476CRYST2608R","CRYSTAL FINISHING SYSTEMS INC","SCHOFIELD","WI","54476","5","LEE.BERGMANN@CRYSTALFINISHING.COM","1319218273415","1330-20-7","2019","04","10000  to  99999","Xylene (mixed isomers)","0","N","N","0","0","0","0","0","3926","0","0","","W71","R6","","","","","332","Fabricated Metals"
"98134LSKNC32006","ALASKAN COPPER WORKS","SEATTLE","WA","98134","10","CARLV@ALASKANCOPPER.COM","1315214295115","N090","2015","04","10000  to  99999","Chromium compounds (except for chromite ore mined in the Transvaal Region)","0","N","Y","0","0","0","0","0","255","0","0","","W39","R6","W19","R6","W29","R6","332","Fabricated Metals"
"5061WWLSRN71CHA","O'NEAL MANUFACTURING SERVICES DBA IOWA LASER","CEDAR FALLS","IA","50613","7","CWOOD@ONEALMFG.COM","1315214339160","7440-47-3","2015","05","100000  to  999999","Chromium","0","N","Y","0","0","0","0","0","0","0","0","","W13","R6","","","","","332","Fabricated Metals"
"49007KLSCN3713W","KALSEC INC","KALAMAZOO","MI","49006","5","IKENNEDY@KALSEC.COM","1315214361545","110-54-3","2015","03","1000  to  9999","n-Hexane","0","N","N","0","0","0","0","0","20034","0","0","","W42","R2","","","","","311","Food"
"5475WTLSRSW1899","BADGER MINING CORP MERRILLAN COATING PLANTS","MERRILLAN","WI","54754","5","TTHOMA@BADGERMININGCORP.COM","1315213694045","7664-41-7","2015","03","1000  to  9999","Ammonia","0","N","N","1","0","0","1","0","35743","0","0","","W52","R5","","","","","325","Chemicals"
"6306WMTCNC11JEF","ASPEQ HEATING GROUP LLC","PACIFIC","MO","63069","7","TOLMSTED@ASPEQHEATING.COM","1316215640448","N230","2016","03","1000  to  9999","Certain glycol ethers","0","N","N","0","0","0","0","0","1814","0","0","","W14","R5","","","","","325","Chemicals"
"84104TWDMB1847S","ATWOOD MOBILE PRODUCTS","SALT LAKE CITY","UT","84104","8","TOM.CHRISTOPHEL@DOMETIC.COM","1314212626927","7439-96-5","2014","03","1000  to  9999","Manganese","0","N","Y","1","0","0","1","0","315","0","0","","W82","R3","","","","","336","Transportation Equipment"
"37744TRWNCSNAPP","PARKER HANNIFIN CORP","GREENEVILLE","TN","37745","4","CRAIG.SOMMERS@PARKER.COM","1323222044012","7439-92-1","2023","03","1000  to  9999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","S35","R6","","","","","333","Machinery"
"71360DRWDTWADLE","STELLA-JONES CORP","PINEVILLE","LA","71360","6","LPOMES@STELLA-JONES.COM","1323221806425","N150","2023","17","1000  to  9999","Dioxin and dioxin-like compounds","1","N","N","0","0","0","0","1","0",".0301","0","","S03","R1","","","","","321","Wood Products"
"76712CCCLF8400I","REFRESCO BEVERAGES US WACO PLANT","WACO","TX","76712","6","TROY.CUMMINS@REFRESCO.COM","1321219596259","7697-37-2","2021","04","10000  to  99999","Nitric acid","0","N","N","0","0","0","0","0","0","0","0","","S21","R6","","","","","3121","Beverages"
